"Panel Type","Plus Panel","Serial #","Shooting FW","WL Control FW","Logging FW","GUI SW","Surface Check FW","Received Date","XC Base","Panel Status","Unit#","Sales Order#","Date Updated","Tracking Info","Comments","Verified","RMA","Spare","Customer District","Operating Company","Customer","Updated By","Activity","Field View History of Panel ","Viewed Digital Shooting Panel","Viewed Surface Tester","Related Panel Records","Changes Summary",
"P2500","N","240826","","181","7.2","21.6","","11/13/2024","Midland","Loaned","376","","11/3/2025","","Picked up from Reliance and verified with Kory Stene.","Y","","N","BEC-Canada","Not Specified","Bonnetts Energy Corp","Theo Morris","Y","932","","","geuzE24wOo4c2WV6akXAbe , quRih9tL-i41ym42MCg828 , h1HQprBU-446M3N2IGyFF7 , yMgUCpTVZZ4quYhuuJZ54f , XZI57sMde844AE1hjJRa7a , RhunECXrJT4F6WkRrOqxg0 , YyG0Cz63yQ4bQJWbNJsOP4","",
"P2500","","241143-1v2","","184","7.2","25.08","","8/22/2025","Denver","Loaned","12150","","10/13/2025","","","Y","","Y","LES-Platteville","Scout Energy Partners","Liberty Energy Inc.","Robert Grissom","N","724","","","GFu0q6YIN94gm_sIzjRjr9 , YKz6EuqsVc4GuNAOlq_s-0 , 0egenxG8iN4UMCYL-cQDb0 , dMsHp55Z4X4GQlVRUFYT6b , NWa5H9IGBA4byL2tbhs7s3 , 7DR4PUjnAt4wI5I0BD2N51 , KJEob43stM4Sev7PuSkQ2f","",
"P2500","","240718-1v1","","182","7.1","25.08","","8/29/2024","Denver","Leased","5006","","9/13/2025","","","Y","","N","TWG-Windsor","Chevron Corp","The Wireline Group","","","","","","jwC5mw6Pti4buelTlvMr83 , Wl2WUXiQs14pAE2MAWDeVa , EHU4xd0kpd4pM_PPCOQap9 , ycpI1-JxNO4iQqeEJuz1hb , SWLFF5ZmD24lERZmLVmWt6 , 5CjgrJ1e6E47QqpD-18dT6 , iiDD6sfIaE4e26lWU859W0 , 6sTG-Kz3ub4gaIN5_eTMFd , XNfC9kvsBa4VekONTZ2Tq3 , 9X9JsZxRfl4zmnPf8F8CO1 , Eaa27coSt84IaBazax3Fd2 , wAkhVyZ9Dx4w6kdarBYBE0 , wrG9OIvPAw4T6w4mKJfiz0 , nqjfXXJKUY4ZqTyM6LU981 , I0e97OLILQ4u2uPx-W-U74","",
"P2500","","250366-1v3","","182","7.2","","","5/24/2025","Midland","Leased","","","8/13/2025","","","Y","","N","BEC-Canada","","Bonnetts Energy Corp","","","","","","cnb0eUJlwH4SACZZ1FNUK5 , NkT4vw52V04uEeyFNxPKZ5 , 7gURiHldst4aY2YGKGm5V4 , pH5Y5p4bcm4omB1VWE9HYb","",
"P2500","","250364-1v3","","182","7.2","","","5/23/2025","Midland","Leased","P-131","","8/12/2025","","Leased to Caliber, Left in Perf 131 In case, not installed","Y","","N","CCS-Oklahoma","Ovintiv USA Inc","Caliber Completions Services, LLC","","","","","","l_9USqgmEL4QAfK0cjs3-4","",
"P2500","","250370-1v3","","184","7.2","","","","Williston","Leased","","","8/5/2025","","15V","Y","","N","BEC-Canada","","Bonnetts Energy Corp","","","","","","S5FdtQLilC4sMfmgz0Bx96 , fxPc6nfGWg4WI8xTkAgm4f , lGi-oL1N0-4tQ7V6AAnpm9 , Est9eZnaMY4RiORWLnoZze","",
"P2500","","250357-1v3","","184","7.2","26.06","","5/9/2025","Denver","Leased","2131","","6/19/2025","","Installed 5/14/25","Y","","N","TIER-Platteville","Bison Oil & Gas","Tier 1 Completions Solutions, Inc.","","","","","","GlWeiwQgDt4cqzVTiuCiN8 , yryJ6_Imt54auGyDf5AtS5 , zNe2fkxRHu4ReWglSIkCUa , 5HXx3wYE8545M1zbm-I9J6 , ozHbOnH3xH4zi3F4y5O977 , KDU6gpuEEr4rQVdborn8b1","",
"P2500","","240408-1v1","","182","7.1","","","5/13/2024","Denver","Leased","","","5/16/2025","","On Prairie","Y","","N","TWG-Windsor","Chevron Corp","The Wireline Group","","","1043 , 1048 , 1053 , 1093","","","eOk7fXYoWk4bM2nHGa4Pj7 , NbdaMh2KtO48IS38R4ORz6 , CSTt2Opx0U4W6_6E2ukh40 , 535_XcN8dB4cqvfQH78hgb , 3NC2vZl1sl4LIUC-2BRJSe","",
"P2500","","240936-1v1","","179","7.1","21.1.1","","12/22/2024","Williston","Leased","8093","","4/2/2025","","Installed for TWG Grand Junction on 3/25/25 for Caerus Energy","Y","","N","TWG-Grand Junction","Caerus Operating, LLC","The Wireline Group","","","","","","K8nxLDUsy34KqDGi3V9uD2 , eVNF-2aOli44YlUQsYrj7d , JGZ0OSk0d24-YI_AjA5Wa1 , liSgO6TWIO4dMf9NyQZQla , u5IPn8M5m44A2tfQW41tBa","",
"P2500","","240732-1v1","","176","7","21.6","","9/26/2024","Williston","Leased","","","12/19/2024","","Grand Juncrtion","Y","","N","RMWS-Grand Junction","","Rocky Mountain Wireline Service","","","638 , 642","","","hhINjPTXw647Mwi5quLXra , 5IZ0NWNYAS4HEXStxQtO7f , HnqHauVBt54MI7lpsyz_ee","",
"P2500","","240616-1v1","","176","7","","","10/1/2024","Midland","At Facility","","","12/9/2024","","Received from Midland","N","","","","","","","","663 , 849","","","zYre1hgrDb4HuiYhBhhZs1 , pATuTrz8Qj4dQTW1-z0LE7 , 5oKMF4PrhE4jA3PuDfTH8b , 8yFtHLJJCV4CqTq-4qqwVf , GvozUNBStq43uTi4ZYff32 , lVVerjH0g14kAxSxtUFM6e","",
"Toolstring Simulator","","SS2210810-2v1","","","","","","11/24/2023","Denver","At Facility","","","1/26/2026","","Josh Scott has Posession","Y","","","","","","Robert Grissom","","","","","dVS3ahTKta4k2UVM79N73c , aj1lKY2skF4aeUoKiJHfX6 , W36exfDyg34IA-oih2n3n9 , mqSKMZysHz4zutp4QCAXUb , 2Ac2LCje334uUkTCDGkL_2 , aCuqt4ICFJ4AeYkUMeqgN9 , V8GkYW7kGx4UyKr4TZS_R7 , nGT2NLJjoa4SyrwwNm9Zu0 , HVTAlgjin34lYsiqUFGu50","",
"Toolstring Simulator","","SS210811-2v1","","","","","","5/26/2024","Denver","At Facility","","","10/27/2025","","Denver Office","Y","","","","","","Robert Grissom","","","","","LPdc24obng4T6sXqiPQ291 , PlH5vGXGbl4OaAbFMI67k3","",
"Toolstring Simulator","","Test01","","","","","","8/1/2024","Midland","At Facility","","","8/2/2024","","Did this update. Test 19","Y","","","","","","","","","","","ren3WrchCM4lu6BTQ9zYp5 , XPluOk152k4WIsBjw4pWe4 , __J4ImbmQz4S6F9ak9XAIb , DZtiIvaMoj4iyAPS3wBvZ6 , 4M6ej-vDgS40IA488027k4 , wfDMfTcvZh40e8M_ss9xU0 , N84uqvPfJb4pe26zVVEb3e , bwUwbNPdTr4Wa7C8KZ0KBd , x2yqd_jwYT4niaEOgCAO-b , NUayhVJnHO4juB8AuB37_c , 9-TH3whZbM4zY0glcepDEf , FkNTZ1klb44m23HD1wags3 , OR26IG4iHa4rAyiTZKfoU6 , aaZQNh5Yqd40mZ9Xd6eNT5 , -sVvpsv3Vk4LEUSV8f9j14 , jv70d1weuo4VAWUzwpAX3e , _RpIC0ps0P4K6azSVz7In1 , CXHJ-JWWVN42Us_dovHyPc , LE0ftgxw0Z4LIXPP98ieE2","",
"Toolstring Verifier","","2601218-3v5","","","","","6.0","5/18/2026","Midland","At Facility","","","5/26/2026","","Have with me. Took incase needed for Conoco STX. Can ship anywhere needed.","Y","","","","","","Eric Williams","","","","","bO3xPM6j2E4peauMsln3Q5","",
"Toolstring Verifier","","2601214-3v5","","","","","6.0","4/1/2026","Midland","Leased","Na","","5/23/2026","","","Y","","N","TIER-Oklahoma","Coronado Oil Company","Tier 1 Completions Solutions, Inc.","Larry Beaver","","","","1715 , 1716 , 1742 , 1743 , 1747","VkG_kJTDm84RyPP49-0b4d , ZVzz22cO0o4qU4fwDiIBa0","",
"Toolstring Verifier","","2601217-3v5","","","","","6.0","5/18/2026","Midland","Leased","Na","","5/21/2026","","","Y","","N","LES-Platteville","Hunt Oil","Liberty Energy Inc.","Eric Williams","","","","","nLa7NHsjwi4JI6aqhv5T87","",
"Toolstring Verifier","","2405119-3v5","","","","","6.0","8/12/2024","Midland","Leased","2112","","5/21/2026","","","Y","","Y","TIER-Midland","Circle-S Energy, LLC","Tier 1 Completions Solutions, Inc.","Eric Williams","","","","1159 , 1160 , 1178 , 1362","MGZFoOI6df4PELTDb0-4ze , 7C0BZPRSAg4xqJcYTQv4dd , hgizguq6A94UYmXhSVS46b , J_BUvjs5no4MYw23FV0Eqc , VHEk08nSyi49akZtZpfqq9 , Ahv9w6YkuF4pq_IQ6MTfpd , dAoKf2wVj_4dedLkOE5gm4 , 2siNgoIDxR4tU5L1zmU3J4 , 33YQFZ6tDD4UI4r7Av75E6","",
"Toolstring Verifier","","2406127-3v5","","","","","6.0","8/29/2024","Midland","Leased","2112","","5/21/2026","","","Y","","N","TIER-Midland","Circle-S Energy, LLC","Tier 1 Completions Solutions, Inc.","Eric Williams","","","","1234 , 1736","3tjRmYqu2d4x6Qv88F09R4 , jCOh5llTI-4byTfEyJ0H96 , ulQboVyuTR4SqiFlkfHYy7 , HQxNY6QfS-4PebDOOq44K5 , hZ2HwS20284KmKk7UeT8p5 , 4vOgnulurC4LMuVqQAgZm3","",
"Toolstring Verifier","","231181-3v5","","","","","6.0","10/26/2024","Midland","Leased","2011","","5/19/2026","","","Y","","N","TIER-Oklahoma","Validus Energy","Tier 1 Completions Solutions, Inc.","Larry Beaver","","","","1305 , 1378 , 1730 , 1737 , 1748","XONzmbe_kh4hAbl91dOqQa , VaH9wF2QS74J23x69BK7C4 , 2Rf5TPpKjG4HizSGjaZP7b","",
"Toolstring Verifier","","220849-3v5","","","","","6.0","4/3/2024","Midland","Leased","2011","","5/17/2026","","","Y","","N","TIER-Oklahoma","Sandridge Energy","Tier 1 Completions Solutions, Inc.","Larry Beaver","","","","1726","u6_7vu4VOS4_2xaom3BW10 , C7N5QvzTHg4AqCDrfaRCA9 , wRYeOMPfjW4w2ZEo7YhcQ8 , GB0wUa1t7x47UMtruhvGO6 , vRO8jD7ADw4BmJmtkHSto9 , qF25UapeWe4Sus1cb_Suo0","",
"Toolstring Verifier","","2402106-3v5","","","","","6.0","4/24/2024","Midland","Leased","2117","","5/17/2026","","","Y","","N","TIER-Oklahoma","Upland Energy Inc","Tier 1 Completions Solutions, Inc.","Larry Beaver","","","","1725 , 1738","wK1PR5rTgU4PyKUIVlD3H1 , w_s0xsMHJ24oA6WIxGgAZc , HHJGoHLB-T4eYNg113qU6c","",
"Toolstring Verifier","","2512205-3v5","","","","","6.0","3/2/2026","Midland","Leased","003","","5/17/2026","","","Y","","N","CCS-Midland","Riley Exploration Permian, Inc.","Caliber Completions Services, LLC","Eric Williams","","","","1712 , 1721","7ZjwxuqQ-Z4yUrGLDvlLy5 , 5b2VX-qrZY4j6R2T8icys2","",
"Toolstring Verifier","","2401105-3v5","","","","","6.0","6/1/2024","Midland","Leased","na","","5/16/2026","","","Y","","N","TIER-Midland","Matador Resources Company","Tier 1 Completions Solutions, Inc.","Eric Williams","","","","1336 , 1339 , 1340 , 1350 , 1567 , 1569 , 1636","Z4wc0C7A_k4-eNLJvnMSIe , KgkHyjXkgz46ah1NUAhaFf , HqkUB9UvHf4iuPLIPLOyB7 , IBTpfPoq9_4tQZIndwo3Ya , JjWMc0a0wQ47mpqdgFc1r5 , ic04DgtZB-4XqXuk4aCC1f","",
"Toolstring Verifier","","SN2407134-3v5","","","","","5.9","11/8/2024","Denver","Leased","10141","","5/15/2026","","","Y","","N","TWG-Grand Junction","Logos Energy","The Wireline Group","Larry Beaver","","","","1714","J1wMOuVmDP4ymevS3alwr7 , 1cebeiZUE24gyeS6rdxyqd , TZSn-xPcq64tqoIZj-8yi2 , 7KGSpSV43z4XqCrazUxDK5 , ENCfSWJ2-24OaAhuH-8fua , oROB0RWrkW4_YIRr_JmdBc , MkSU7840Qr4tYU3o86_PYd , mM3JhYOjsJ4pA0C_-l_cL7 , vSeorACp_94fyZN-BpOfs6 , oKC3pliP504MiXuyRQCgze , KgVvTS40f84R6g-HZ4pn96","",
"Toolstring Verifier","","2512212–3v5","","","","","6.0","4/21/2026","Midland","Leased","Truck 140/Trailer # 3304","","5/14/2026","","","Y","","N","CCS-Midland","Sabalo","Caliber Completions Services, LLC","Eric Williams","N","","","1707 , 1744","fq4raGGZaH49EsTx2sRwf1 , V6gG7RiY0j4HYl6EwWp568","",
"Toolstring Verifier","","220538-3v5","","","","","5.1","5/17/2024","Williston","Leased","8104","","5/4/2026","","****05/04/2026 Grand Junction Does Not Have This Panel","Y","","N","TWG-Grand Junction","PureWest Energy","The Wireline Group","Robert Grissom","","","","","KUu9NytlGt4am7oJHyGwm1 , b4l0helZq54zqgiKrA4Uw2 , xxTvmo57GM44YO4Nckk7ab , 756ljUxpS44Qu3m9e2VH53 , FK93Xsylvx432ahXcqcVxf , BUmYgf2uCN49EYOkxtgAWc , 49WruNH8EQ44yEi7oFNLi1 , YJEX_bIjQQ4Qa3K6n-HER3 , F7tvvk8k2w4pu-unTZjti5 , _chbw-wFjk4jUIzpscvNfa","",
"Toolstring Verifier","","240192-3v5","","","","","5.3","3/15/2024","Midland","Leased","5002","","5/4/2026","","****05/04/2026  Grand Junction Does Not Have This Panel","Y","","N","TWG-Grand Junction","SM Energy","The Wireline Group","Robert Grissom","","","","","44k9HRq8eh4uIsJzjOZG02 , I0Q4UCye2V4qIeGTuq_3id , ogDwA6jtAL4dueqHwLSr-0","",
"Toolstring Verifier","","240195-3v5","","","","","5.6","3/15/2024","Midland","Leased","8057","","5/4/2026","","**** 05/04/2026 Grand Junction Does Not Have This Panel","Y","","N","TWG-Grand Junction","SM Energy","The Wireline Group","Robert Grissom","","","","","sIonfMFzoc4QyDqc5_ot9a , 1LflOsaXux47UtXO72umca , c95K8b33uH4-I_od79yEPa , DOHCfxdYnu43QNo-mgLNob","",
"Toolstring Verifier","","2406130-3v5","","","","","5.7","4/4/2025","Denver","Leased","10053","","5/4/2026","","","Y","","N","TWG-Grand Junction","Terra Energy Partners","The Wireline Group","Robert Grissom","","","","","eUa63nF2YT4yMC-FsZTfT1 , 8SQJ4bPLcO4LubJ_H_83-a , O2_1vyfIdU4xE1mMk4msQ6 , WHaKRmpZ2z4AiDhMpry_L2 , qWcobDO1_F4HACwcpMVfB6 , kb4Kx78jqb4SicRal_Hto5 , 4SV8BwKEtC4-A_rLIdjhMb","",
"Toolstring Verifier","","2406129-3v5","","","","","4.9","9/26/2024","Midland","Leased","10054","","5/4/2026","","","Y","","N","TWG-Grand Junction","Terra Energy Partners","The Wireline Group","Robert Grissom","","","","997","X7c4QUuofX47Uanu8gaXy7 , 4jcPyCTQEZ4C6F7SwCuuCa","",
"Toolstring Verifier","","2504175-3v5","","","","","5.7","10/31/2025","Midland","Leased","Shop-BRT Testing","","5/4/2026","","","Y","","Y","TWG-Grand Junction","Not Specified","The Wireline Group","Robert Grissom","","","","","kUIXZv07ub4tuyunpFXRj4 , VdFi8l2jK_4KE4lHfIP912 , rtEdVPqCY54VQNR5h5YOf6","",
"Toolstring Verifier","","2502162-3v5","","","","","5.7","7/11/2025","Midland","Leased","Shop/Backup","","5/4/2026","","","Y","","Y","TWG-Grand Junction","Not Specified","The Wireline Group","Robert Grissom","","","","","FahZfAbH7q4tQYY1AtXIYd , m1N-lMJw9A4_ahgF2srtP2 , u7qM1rwlCO4_etsmzICbF3","",
"Toolstring Verifier","","230677-3v5","","","","","5.6","3/15/2024","Midland","Leased","10162","","5/4/2026","","","Y","","N","TWG-Grand Junction","SM Energy","The Wireline Group","Robert Grissom","","","","","obT2HEylhi42Izw7dCuWPd , I0OtnUqImW4A6hybo7z9G9 , ZbOSd0H_Eh4hi2GjDdFt8b , YQAmOVlxXQ4eIOHw83Bav0","",
"Toolstring Verifier","","2405116-3v5","","","","","5.7","6/24/2024","Midland","Sold","","NA","5/4/2026","","Unit 10055","Y","","","TWG-Grand Junction","Bayswater Exploration & Production, LLC","The Wireline Group","Robert Grissom","","","","","lTowExE7fh4imyXuVG-6q3 , DTlOm9XA6k4MYy9AKMVOCd , HnTaEltVsF4TiNO66fiLh9 , Bsroj7aFaV4yQhvEKXNYR2 , 3KYMwN9gpH4MqvtSKtSGh1","",
"Toolstring Verifier","","2510187-3v5","","","","","5.9","12/28/2025","Williston","Leased","shop","","4/28/2026","","","Y","","Y","SRF-Williston","Shop","Surefire Wireline West, LLC","Martin Aguilar","","","","1335 , 1341","fuJSEvtOMA4b2i0MNecC69 , FbSqlk3Ref41Y7gkMer8ec , ZCUFA-soZA4jU9wJvaXLy8","",
"Toolstring Verifier","","230678-3v5","","","","","5.9","11/13/2023","Williston","In Repair","","","4/27/2026","https://www.fedex.com/fedextrack/?trknbr=871120036754&trkqual=2461158000~871120036754~FX","Sent to Hasan for repair for screen issue","Y","","","","","","Martin Aguilar","","","","1330","tpcGeVEeNK4Py-GMgr4GN3 , Zae23jOP7n4NivoBjTvlE1 , Nk_p3-PBFJ4_MoxXfZRk87 , wQ7K8dW8DK4DE_tJejEQc3 , anDjzTvMAk4dy5scqLdJ96 , nLb2CL7ZGZ4RAiaCjcy9R6 , x4FtFOQwdf42auuDwED116 , yD5k_Mw5ek4kM9LWaL2wZa , tHq5mXlX8i4NUa4pPt0Fyf , KfEimU8k7t4T2JqKm-JSj3 , C2mQI7qEWQ4yM7DiJghW_2","",
"Toolstring Verifier","","231190-3v5","","","","","5.9","1/3/2024","Denver","Leased","unknown","","4/24/2026","","","Y","","N","TIER-Platteville","Bison Oil & Gas","Tier 1 Completions Solutions, Inc.","Rob Fogarty","N","","","","A8UZzPCYvK4UYFdkTQ73zf , vBxS9FTSHn4su_32oyFkE7 , WA2Kj9vPUt4HMi8BSpbWR9 , LO3HOoIYvv4gqG6CVNNb5b , e9DQFlWzAU4aQrNL-LK3mb , V_WBNBN_kz4-M-bj0tnQp9 , V1KHE9qCRl4WeVzSzbALKc , 19DWye5n9P4fUV57aTEAGc , NkWN5-xxrJ4PQANzrj5ia7 , EHFjfu-X654NmDqrWxHBBd , To7loYcqi04myRbrpTIN79 , rc8O9l9opg4oqiTfav-UYa","",
"Toolstring Verifier","","2601216-3v5","","","","","6.0","4/21/2026","Midland","Leased","8110","","4/24/2026","","","Y","","N","TWG-Midland","EOG Resources","The Wireline Group","Larry Beaver","","","","1658","UoqrcKzjrb4nAjzW2qrmK1","",
"Toolstring Verifier","","2512211-3v5","","","","","6.0","4/21/2026","Midland","At Facility","","","4/21/2026","","Received from Hasan","Y","","","","","","Larry Beaver","","","","","","",
"Toolstring Verifier","","2512206-3v5","","","","","6.0","3/2/2026","Williston","Leased","124","","4/20/2026","","","Y","","N","GOW-Williston","Devon Energy","Go Wireline LLC","Theo Morris","","","","1650","bv45B0Z0kI4TUjOqZKX4T3 , cMi06dvUvn4OuP99oIIpE0","",
"Toolstring Verifier","","2601213-3V5","","","","","6.0","4/1/2026","Denver","Leased","NA","","4/16/2026","","","Y","","N","TWG-Farmington","Hilcorp Energy Company","The Wireline Group","Robert Grissom","N","","","1624 , 1625","jzpAHeQa8Y40mK-UK_bv67","",
"Toolstring Verifier","","2406125  3v5","","","","","5.9","8/1/2024","Denver","Leased","Not Specified","","4/16/2026","","","Y","","N","LES-Platteville","1876 Resources Inc","Liberty Energy Inc.","Rob Fogarty","","","","","BekZhy7VSv41Au5BZKJj35 , 1RRELRivLr4OmHtWsxddW0 , VrvYvJ7UuP4uEF05K4nWg2 , W_d4l76GX74qeqHFna3Lnb , P3KKZRYOuO432Eixxtb2kb , k-c61Bj1om4mac553AJ0Q3 , wU1X4NK-OG4SiN_SajW9u1 , EtVayp50Ia4NM9uzWIGytb , GDFG23CWZy4-uS_Wzy7v29 , bcmF3j-e2D4fqqaFFKLgY5 , GsCVunN_g04tqVxIC406qb , x1DfQKOE4X4UQonV1ekEa7","",
"Toolstring Verifier","","2504174-3v5","","","","","5.9","8/8/2025","Midland","Leased","138","","4/15/2026","","","Y","","N","NES-Charleroi","Expand Energy","Nine Energy Service, Inc.","Eric Williams","","","","1264 , 1267 , 1451 , 1621 , 1667","GDKhkNedwR4QaJmgsNC_me , WtuBXZm-4a4Aeut5xwFLOa , FsQ5iFXX2Z4OAfOVb-k_v1 , ccvK9cbtYv4PAH3Ltp5DF8 , CnkL6n9WUb4zYoyKJ5o0h0","",
"Toolstring Verifier","","2502170-3v5","","","","","5.9","8/8/2025","Midland","Leased","Spare truck 138","","4/15/2026","","","Y","","Y","NES-Charleroi","Expand Energy","Nine Energy Service, Inc.","Eric Williams","","","","","S0-FMEN3mm4OI2MvJqkWOa , TwTJt3SWt74q66CGt2Daxe , n34lkkJNuT4zYl1D3hvmd9 , U7bkHkpWRI4sQU6NGQihJe","",
"Toolstring Verifier","","2601215-3v5","","","","","6.0","4/6/2026","Williston","Leased","149","","4/6/2026","","","Y","","N","GOW-Williston","Formentera","Go Wireline LLC","Theo Morris","","","","1600 , 1631","","",
"Toolstring Verifier","","2403111-3v5","","","","","5.8","5/29/2024","Midland","At Facility","","","4/6/2026","","","Y","","","","","","Austin English","","","","647 , 1360","jZNaanbtGY4CAAvkXVTTB9 , BWNzG51O274VyLt1mZzNed , 9gXvo6NJ-E4AexsAWk6JY1 , F8npmaoz7i4mmNYlX7utBe , 5tZgwrCGY94ImKyjf_yw5f , 5cUlHIs3Ib4qIich9wvp91 , mt6owTGbRW4TmoYUrE0ARa , XMS8Vqd2ml4SisshKkDfVa , I4iOLFnrN34UqumG1PcBWa","",
"Toolstring Verifier","","240194-3v5","","","","","5.5","5/8/2024","Midland","Leased","NA","","4/2/2026","","****Not in Oklahoma****","Y","","N","TIER-Oklahoma","89 Energy","Tier 1 Completions Solutions, Inc.","Robert Grissom","","","","","DpyeRxYUCH4oA1lp0WoKzd , _9nqRfgykC4KelBM86xE5b , X-sl2VOnRe4m6koyq8jmde , YPklRUImsT4x6zzC8DEOY8 , 7XJIr6o7BP41ebk9XBbQmf , nDnjqGngJ-47ygOrFHOeZ8 , W6qRzkKpTS4TMzE5QT_2qe , N-IBXH2f6d4YeXLi5vEc9c","",
"Toolstring Verifier","","2401104-3v5","","","","","5.9","4/5/2024","Midland","Leased","2012","","4/2/2026","","","Y","","N","TIER-Oklahoma","Mach Energy Services, LLC","Tier 1 Completions Solutions, Inc.","Robert Grissom","","","","1389 , 1717","HNr4Dmfph_4EQByBXNGs-d , OhsL0oH6Rs4IuVr4IY7zL3 , PW4y_XS0pI4Zi15orVgDuc , yJp3BdQbVj46IapnSHPJOc , bDY_zCESMH4UIjBUeOTqlf , HC4ThvzKWm4-Y3M3rczFDb , CFVMmK38EQ4xu6vHGUbJd0","",
"Toolstring Verifier","","2401102-3v5","","","","","5.9","4/23/2024","Williston","Leased","Shop","","3/27/2026","","","Y","","N","SRF-Williston","HighPeak Energy","Surefire Wireline West, LLC","Martin Aguilar","","","","1394 , 1399 , 1416 , 1417 , 1418","Z84fqCdklg4_EoniYw0Y02 , w2rN2aDxb54GuPRv5jbxBe , SioaE1eyz84UY3AgF-Hkp0 , kRjmpcbgRd486gQsKoeX8b , eJ0tQBtSkf4BqhfDi5Uqfa , gJxvH7zIws4XIUFxxIKh77 , 85RVbJzGPq4KA10xX7yeha , z9zEgl8Qd_4qE8QvHifrg8 , lKWnQdVeRj4_Q01WJglrVa , B0PZ2JkM6A4eqfkYO_SHd5 , FROp_cY30Q44EwUimZrrUe , VgR_jAozYK4KQC7oZk3xMe , _KrG09ZPLv4amq8y0EuJn5 , msKdNO_2sO4OihRTfHhJZ4","",
"Toolstring Verifier","","2512209-3v5","","","","","6.0","3/9/2026","Midland","Loaned","3","","3/19/2026","","","Y","","N","STR-Midland","EOG Resources","Strata Wireline, LLC.","Eric Williams","","","","1551 , 1555","dMN7zZIwQb4ZUOIs16yPk1 , 3oVeNcDU6A4o62sWlofTy8","",
"Toolstring Verifier","","240191-3v5","","","","","5.9","4/5/2024","Denver","Leased","854","","3/18/2026","","","Y","","N","GOW-Greeley","Rockport Energy Solutions","Go Wireline LLC","Martin Aguilar","","","","801 , 930","2RnlHtTVMg4KURONx0IvXa , sjQKYbeTRI4zeLw2rVBAB4 , S5GOIr-l-84iEB5VJYdS61 , XQ6FjKGttc47MVld_eQsfd , K2EOW68ypp4eI8AV3fvvve , w3dXrl3E2l4HMbCvKHAds0 , 0ey81R6bCn4t68a5UdtwX3 , -KAu50UKBH4XQ0uXlhxdwe , vN1Jvu0was4TU22oftZ_L4","",
"Toolstring Verifier","","2406123-3v5","","","","","5.9","12/6/2024","Denver","Leased","Shop Backup","","3/18/2026","","","Y","","N","GOW-Greeley","Rockport Energy Solutions","Go Wireline LLC","Martin Aguilar","","","","","iLulA4H0wj4pAI8DWnSty6 , quc6WVXi7u4YIsj4-uvqQf","",
"Toolstring Verifier","","2512210-3v5","","","","","6.0","3/9/2026","Midland","Leased","8101","","3/18/2026","","","Y","","N","TWG-Midland","Matador Resources Company","The Wireline Group","Eric Williams","","","","1554 , 1559 , 1560 , 1561 , 1562 , 1563 , 1568 , 1570 , 1572 , 1577 , 1580 , 1634 , 1635","HxtD8ZiroA4s6MF_FQzvl1","",
"Toolstring Verifier","","230667-3v5","","","","","5.9","10/13/2023","Midland","Leased","119","","3/9/2026","","","Y","","N","TIER-Oklahoma","Staghorn Petroleum II, LLC","Tier 1 Completions Solutions, Inc.","Larry Beaver","","","","1536","Zx31rGfhOS4j6jw-otvXGd , Zy49iuWKPw4SeqsEfKJdQ6 , jkBlttOjjs4mY5OQaToA0a , 2XaAha91UR4VEoroNd2Cee , IbI5GY5xLE4BeUcBWgJj8a","",
"Toolstring Verifier","","2512207-3v5","","","","","6.0","2/23/2026","Midland","Leased","1","","2/27/2026","","Liberty - Platteville, Jake Sandoz - 308-760 0530","Y","","N","LES-Platteville","Dunamis Energy","Liberty Energy Inc.","Brandon Fair","N","","","","SDg1tqzkXP45A_4-Lx0U_7 , bEeA-csw0744arIdhZeUc8 , k7GHdYlgRb4l2EyDZQ4HYb","",
"Toolstring Verifier","","2408136-3v5","","","","","5.8","12/19/2024","Denver","Leased","523","","2/26/2026","","","Y","","N","LES-Platteville","Laramie Energy","Liberty Energy Inc.","Rob Fogarty","","","","","NVzxNhHy1m4saGeMabLKU2","",
"Toolstring Verifier","","2408141-3v5","","","","","5.9","3/28/2025","Midland","Leased","824001","","2/24/2026","","","Y","","N","NES-Midland","Apache Corporation","Nine Energy Service, Inc.","Larry Beaver","N","","","1503","7TXsMWQYbe4p6irdvytkz8 , HZwDthkw5s41IrHE6ZFzW1 , LW_sO677FG4uqc7dRcV5e2 , t1ZdpWkKzl4lmElOt6wzVf , txyitpbhEC4My3W95S7obe","",
"Toolstring Verifier","","230674-3v5","","","","","5.9","10/13/2023","Midland","Leased","141","","2/22/2026","","On Expand 2","Y","","N","NES-Charleroi","Expand Energy","Nine Energy Service, Inc.","Eric Williams","Y","","","1482 , 1489 , 1492 , 1628 , 1662","jo0_fV73GL43U2Hxv4-3kf , RAXwK2sf_74kajGwVseY43 , AElT4AiTyJ4em2la_gtMu3 , K7BII2i6G24G2v5NhzPbOf , 2b4XattTGo4S6NnVFFVb44 , CwizjE-gJz4h6Yk64K1KRd , 4m0Udj7XTR4QuqG3kFyrs4 , fA9mvMipsz4Dmemry8ogi4 , B7_43X38Mp4KQWJItwCMhf , dYViqN0FEL4zQFOhFBS2G5 , Yfrmt-h_qz4-eHBKAVKI77 , 2JvxyodRCq4n672CZSqgw6","",
